Candidate ID,GitHub Profile,GitHub Projects,Python Skill Score,Java Skill Score,SQL Skill Score,R Skill Score,Machine Learning Skill Score,HTML Skill Score,CSS Skill Score,JavaScript Skill Score,Technical Test Score
1113,No,0,4,10,9,9,6,1,1,2,8
1114,No,0,5,5,8,9,5,6,9,2,2
1115,No,0,4,4,2,10,6,2,3,9,3
1116,Yes,27,8,4,6,10,5,10,1,3,10
1117,Yes,12,2,1,1,5,10,8,10,5,5
1118,Yes,7,7,10,6,9,8,4,7,6,5
1119,Yes,44,4,9,3,9,2,10,6,10,2
1120,Yes,40,2,8,10,3,10,10,5,2,1
1121,No,0,9,4,1,4,5,7,6,8,10
1122,Yes,37,9,1,4,6,8,5,1,4,6
1123,No,0,1,9,3,8,2,7,2,1,7
1124,No,0,2,10,5,10,10,2,10,1,1
1125,No,0,5,1,7,6,1,4,8,10,10
1126,No,0,6,8,4,5,1,3,1,9,3
1127,No,0,10,9,5,8,2,8,8,4,2
1128,Yes,33,10,2,10,10,3,2,2,8,10
1129,No,0,1,3,1,6,6,2,1,2,6
1130,Yes,10,9,5,4,8,4,5,9,7,2
1131,No,0,6,1,6,3,5,9,2,8,9
1132,No,0,7,9,6,8,2,5,4,7,1
1133,Yes,15,10,4,2,10,6,1,10,3,7
1134,No,0,9,7,3,4,2,6,7,7,6
1135,No,0,10,1,8,8,7,4,6,7,6
1136,Yes,25,2,1,7,10,5,1,3,10,3
1137,Yes,32,6,8,3,9,2,2,8,5,9
1138,No,0,3,1,7,6,8,3,9,2,1
1139,Yes,4,5,6,7,6,1,3,5,9,6
1140,Yes,1,8,3,1,4,2,1,6,10,3
1141,No,0,6,2,4,5,9,1,8,6,9
1142,No,0,5,9,8,9,8,10,3,4,10
1143,Yes,31,2,4,5,9,4,7,7,8,8
1144,No,0,7,6,3,10,6,4,5,10,5
1145,Yes,46,8,1,3,8,3,9,7,7,6
1146,No,0,2,5,3,2,4,9,1,4,5
1147,No,0,3,7,2,5,6,9,5,6,10
1148,No,0,5,3,1,4,1,4,2,4,7
1149,No,0,7,3,9,10,9,8,4,5,4
1150,Yes,37,7,2,7,8,2,5,6,3,3
1151,No,0,1,4,2,10,8,3,5,9,6
1152,Yes,25,4,1,3,5,3,3,6,5,3
1153,No,0,3,9,3,6,4,10,1,2,4
1154,No,0,3,5,10,9,5,3,6,4,9
1155,Yes,43,5,9,1,2,5,10,3,6,9
1156,No,0,9,4,2,1,2,9,7,2,4
1157,Yes,45,10,9,5,2,2,1,1,4,4
1158,Yes,37,8,1,9,8,10,7,10,10,1
1159,Yes,36,8,4,10,3,7,5,3,7,7
1160,Yes,30,6,2,5,3,6,2,8,1,2
1161,No,0,10,3,3,9,9,7,9,9,1
1162,Yes,11,2,1,2,6,10,8,6,5,8
1163,Yes,5,8,9,7,2,4,7,9,4,4
1164,No,0,3,4,5,8,6,3,9,4,8
1165,Yes,43,9,6,5,3,5,5,6,8,5
1166,No,0,3,4,7,6,8,2,7,3,7
1167,No,0,2,7,5,9,2,5,8,2,2
1168,No,0,7,5,10,3,10,4,2,4,2
1169,Yes,41,9,4,9,2,7,6,4,1,8
1170,No,0,5,7,1,2,9,6,8,3,3
1171,Yes,48,5,10,1,8,3,1,6,4,7
1172,No,0,7,4,10,2,4,10,5,8,3
1173,No,0,5,8,4,5,9,5,3,9,6
1174,No,0,8,6,3,5,10,7,6,3,8
1175,Yes,20,5,1,3,1,5,5,1,5,9
1176,No,0,1,1,6,10,4,7,2,9,1
1177,No,0,4,2,4,9,9,10,9,1,7
1178,No,0,2,10,4,4,7,5,4,2,7
1179,Yes,8,5,5,10,9,2,10,6,10,9
1180,No,0,4,4,1,9,8,2,3,5,7
1181,No,0,6,3,2,4,7,6,2,3,7
1182,Yes,50,7,4,1,4,6,7,10,9,3
1183,Yes,49,1,1,6,7,1,8,4,1,9
1184,No,0,8,7,4,4,6,7,6,5,7
1185,No,0,7,5,7,7,6,4,2,1,6
1186,No,0,10,2,4,1,5,5,8,3,4
1187,No,0,2,8,2,6,7,10,10,1,6
1188,Yes,19,5,2,10,4,4,5,3,9,2
1189,No,0,9,9,6,6,8,7,3,2,7
1190,No,0,7,8,3,5,2,8,10,5,7
1191,Yes,36,6,5,8,6,2,2,2,10,10
1192,No,0,5,8,6,2,10,9,1,2,3
1193,No,0,4,3,9,6,3,7,7,7,2
1194,Yes,5,9,4,1,10,8,4,7,8,9
1195,No,0,9,3,3,3,7,2,10,7,9
1196,No,0,5,1,6,9,2,5,9,10,1
1197,No,0,4,10,8,9,7,10,5,8,5
1198,Yes,2,7,10,9,1,9,10,8,9,7
1199,Yes,9,8,5,8,9,1,4,2,2,9
1200,Yes,20,5,10,8,5,4,4,8,7,5
1201,No,0,4,2,5,9,9,3,4,2,2
1202,Yes,12,9,1,8,9,5,7,5,10,5
1203,No,0,2,7,6,1,1,9,6,6,8
1204,No,0,4,6,10,5,9,8,6,5,8
1205,No,0,9,6,3,9,8,10,8,10,3
1206,No,0,5,7,8,3,9,5,5,3,1
1207,Yes,14,9,1,7,6,6,6,5,3,3
1208,No,0,10,4,9,5,2,10,3,8,7
1209,No,0,5,3,7,8,2,3,9,6,6
1210,No,0,8,1,3,7,8,6,8,1,4
1211,Yes,41,8,10,3,3,3,8,7,7,5
1212,Yes,46,3,6,8,6,9,8,4,6,8
1213,No,0,4,6,2,4,6,9,8,1,10
1214,Yes,18,7,8,7,2,10,8,3,1,7
1215,No,0,7,2,2,2,4,3,3,8,8
1216,Yes,42,9,5,2,7,9,1,6,6,1
1217,No,0,1,10,1,2,2,9,10,3,7
1218,No,0,1,10,10,10,2,5,4,1,7
1219,Yes,36,6,8,10,9,1,9,2,9,3
1220,No,0,6,3,5,9,1,10,7,5,1
1221,Yes,24,9,10,6,9,7,4,8,3,2
1222,No,0,3,4,3,2,6,3,6,7,9
1223,No,0,7,2,6,3,3,10,3,1,6
1224,No,0,9,1,8,3,8,3,7,6,6
1225,No,0,6,5,1,3,2,4,9,4,7
1226,Yes,26,2,10,6,10,10,9,8,1,7
1227,Yes,15,6,8,6,6,5,5,7,10,10
1228,No,0,3,3,8,5,1,4,1,2,8
1229,Yes,43,7,7,1,1,6,6,10,10,4
1230,Yes,21,3,3,5,9,10,2,10,3,8
1231,No,0,9,7,2,10,2,3,1,1,9
1232,Yes,27,3,6,3,5,9,5,7,9,5
1233,No,0,5,7,1,10,10,8,7,1,9
1234,No,0,2,7,7,10,2,2,2,5,7
1235,No,0,10,6,2,8,9,5,1,9,6
1236,No,0,2,3,10,7,5,5,1,9,4
1237,No,0,8,2,7,8,6,1,7,3,3
1238,Yes,24,3,7,3,8,3,1,3,10,7
1239,No,0,2,3,2,3,9,10,3,8,5
1240,Yes,34,5,10,8,4,1,4,10,7,6
1241,Yes,19,1,9,8,3,1,3,1,1,8
1242,No,0,8,9,6,10,6,10,3,10,6
1243,No,0,7,7,10,3,4,7,10,1,4
1244,No,0,2,6,8,4,5,5,9,5,1
1245,Yes,37,5,10,1,5,4,4,6,9,10
1246,No,0,4,9,3,9,10,3,3,8,10
1247,Yes,4,2,6,1,9,8,5,4,2,2
1248,Yes,43,1,9,1,8,1,5,1,9,10
1249,No,0,1,6,8,5,2,4,1,3,10
1250,Yes,2,2,7,8,2,1,5,6,7,5
1251,Yes,7,10,6,3,9,4,9,2,5,3
1252,No,0,4,7,6,7,5,6,1,1,1
1253,No,0,1,10,1,2,3,1,10,10,5
1254,Yes,36,1,5,9,1,3,2,3,5,3
1255,No,0,6,4,5,3,2,2,1,6,4
1256,No,0,1,7,4,4,9,10,8,1,9
1257,No,0,7,9,6,7,9,10,7,5,9
1258,Yes,4,5,8,10,3,1,3,10,2,4
1259,No,0,3,4,7,3,5,6,1,7,9
1260,Yes,9,5,1,3,4,9,8,10,8,6
1261,Yes,33,3,3,7,2,6,7,8,5,8
1262,Yes,20,8,2,4,5,4,3,8,10,10
1263,No,0,6,6,7,4,4,5,6,8,8
1264,No,0,7,1,6,2,10,3,5,1,10
1265,No,0,1,8,4,10,3,9,2,7,2
1266,No,0,2,8,8,6,2,5,6,10,3
1267,No,0,3,7,3,2,7,9,7,3,4
1268,No,0,4,1,4,10,4,7,6,9,10
1269,No,0,8,5,10,9,8,10,8,1,1
1270,Yes,1,1,4,8,3,3,2,10,10,2
1271,No,0,6,2,8,2,7,3,2,8,2
1272,Yes,22,2,6,7,10,3,6,9,6,2
1273,No,0,1,3,4,1,9,5,1,7,8
1274,No,0,9,3,4,2,3,6,7,3,2
1275,No,0,5,5,6,1,2,6,10,4,1
1276,Yes,39,5,10,3,4,7,1,10,4,7
1277,No,0,1,1,10,7,7,8,1,2,10
1278,No,0,1,6,6,8,10,10,2,6,4
1279,No,0,9,7,2,2,10,1,2,9,2
1280,No,0,9,8,4,9,3,3,8,3,5
1281,No,0,4,1,7,7,3,10,9,5,5
1282,No,0,2,10,7,3,2,3,1,6,2
1283,No,0,1,3,2,7,10,8,6,4,9
1284,Yes,31,10,9,7,3,3,4,3,10,3
1285,No,0,1,3,5,1,2,10,5,8,2
1286,Yes,9,1,10,5,2,8,5,5,6,7
1287,Yes,8,9,6,8,6,9,7,3,6,2
1288,No,0,7,6,6,1,3,5,6,9,7
1289,No,0,4,8,6,4,3,10,1,2,9
1290,Yes,8,7,1,4,5,4,10,2,4,1
1291,Yes,46,1,9,1,6,7,4,1,1,2
1292,Yes,6,9,2,9,3,7,8,3,6,1
1293,Yes,28,1,8,5,9,10,8,7,1,5
1294,Yes,18,5,2,9,5,10,3,1,1,3
1295,No,0,7,6,5,3,10,3,4,7,5
1296,Yes,49,4,10,1,3,1,2,2,7,1
1297,Yes,38,10,3,7,2,2,1,1,10,4
1298,Yes,24,10,3,1,3,8,8,7,2,5
1299,Yes,46,1,4,5,7,6,2,5,3,6
1300,Yes,9,8,6,9,4,10,9,1,8,5
1301,Yes,19,7,2,5,8,9,3,5,5,2
1302,No,0,9,1,9,10,3,1,1,8,3
1303,Yes,2,8,7,5,3,8,10,5,10,9
1304,Yes,17,6,10,4,9,4,5,4,7,3
1305,No,0,1,8,2,8,3,4,8,7,4
1306,Yes,40,5,3,1,7,6,8,5,2,3
1307,Yes,48,8,7,1,4,2,8,3,4,8
1308,No,0,4,1,8,5,1,9,1,4,9
1309,No,0,3,8,5,8,10,6,2,3,7
1310,Yes,10,1,6,4,10,4,2,5,4,9
1311,No,0,7,5,7,7,5,8,4,7,1
1312,No,0,9,4,7,4,3,9,4,1,6
1313,Yes,42,10,6,5,9,8,3,2,4,5
1314,No,0,7,3,6,5,3,4,8,6,4
1315,No,0,7,9,8,4,4,10,10,9,9
1316,No,0,5,2,4,4,6,7,7,1,3
1317,No,0,1,3,7,7,10,1,8,8,1
1318,No,0,7,8,8,2,8,1,3,2,6
1319,Yes,32,1,5,9,9,4,5,1,7,7
1320,Yes,8,8,3,2,4,4,9,1,5,2
1321,No,0,10,3,10,4,9,5,4,9,5
1322,Yes,34,9,5,6,8,1,8,3,6,4
1323,Yes,26,2,8,8,10,4,1,1,10,2
1324,Yes,24,8,8,2,9,10,4,5,6,2
1325,No,0,5,7,4,8,7,2,1,1,9
1326,Yes,16,6,1,1,2,4,6,10,10,1
1327,Yes,9,3,1,9,7,8,9,1,2,8
1328,No,0,4,8,8,6,6,9,3,10,1
1329,Yes,36,2,10,3,8,7,10,8,6,6
1330,No,0,4,5,6,10,2,1,8,8,2
1331,No,0,10,10,8,4,3,7,3,10,5
1332,No,0,5,4,2,6,3,8,2,10,9
1333,No,0,7,3,5,7,4,10,8,10,10
1334,Yes,17,7,2,7,3,4,10,6,10,4
1335,Yes,50,8,5,7,9,5,2,4,2,4
1336,Yes,46,3,1,1,10,3,1,8,3,2
1337,Yes,16,9,8,6,6,5,9,10,1,8
1338,Yes,21,8,9,3,4,6,4,9,7,6
1339,Yes,20,3,10,5,10,9,2,6,4,4
1340,No,0,9,1,2,7,4,7,4,2,10
1341,No,0,4,4,7,8,3,9,4,7,5
1342,No,0,3,3,5,6,6,8,6,4,8
1343,No,0,6,5,3,10,8,3,2,8,7
1344,No,0,5,8,6,1,6,7,7,2,4
1345,Yes,8,6,4,2,10,8,6,2,2,7
1346,No,0,2,6,3,8,7,8,8,2,9
1347,No,0,7,2,7,10,3,5,7,3,6
1348,Yes,41,9,3,6,10,6,9,9,5,3
1349,No,0,8,6,6,6,5,7,6,2,8
1350,No,0,7,5,7,7,5,5,2,4,5
1351,Yes,16,9,10,1,9,2,4,10,8,5
1352,Yes,26,1,1,9,7,4,5,1,7,8
1353,Yes,2,8,7,6,10,10,10,8,9,5
1354,Yes,45,7,5,10,9,5,5,10,1,1
1355,No,0,9,7,3,3,3,5,3,7,8
1356,No,0,2,9,10,2,2,6,7,5,7
1357,No,0,10,8,5,8,9,5,5,9,6
1358,No,0,3,2,3,10,9,2,4,2,6
1359,No,0,10,3,1,3,4,9,5,3,8
1360,No,0,10,2,10,6,6,7,9,3,4
1361,No,0,2,5,2,8,8,3,1,4,1
1362,Yes,27,6,3,6,1,1,6,6,8,2
1363,No,0,7,6,4,6,1,2,5,1,6
1364,No,0,6,3,4,4,7,6,10,1,1
1365,No,0,6,10,9,5,6,2,3,9,3
1366,No,0,7,4,3,5,3,8,9,5,6
1367,No,0,10,5,9,2,7,7,5,7,8
1368,No,0,8,4,5,8,10,3,10,3,5
1369,No,0,6,4,1,10,1,3,4,3,10
1370,No,0,7,3,4,1,1,7,3,1,1
1371,No,0,4,3,8,4,10,1,4,3,5
1372,No,0,9,2,5,9,4,2,6,6,3
1373,No,0,1,5,7,4,4,3,3,3,6
1374,Yes,15,7,6,5,3,8,1,3,3,2
1375,No,0,7,5,4,7,5,3,3,6,5
1376,Yes,31,9,2,5,4,3,7,7,1,6
1377,No,0,10,5,7,10,6,3,9,5,4
1378,No,0,8,5,1,2,6,3,10,4,10
1379,Yes,44,10,9,2,7,6,1,10,5,10
1380,No,0,5,9,8,1,2,10,2,8,1
1381,Yes,25,3,5,4,4,7,2,10,4,3
1382,No,0,10,1,8,1,5,8,10,5,6
1383,No,0,8,10,4,4,10,2,9,5,3
1384,Yes,4,4,9,9,2,9,3,6,8,4
1385,No,0,8,4,7,3,2,9,3,7,7
1386,Yes,7,8,4,2,8,8,2,5,3,4
1387,No,0,4,7,3,2,8,2,4,3,2
1388,Yes,36,5,2,1,1,7,5,4,4,3
1389,Yes,27,2,2,1,8,9,9,6,10,2
1390,Yes,20,6,9,3,7,9,2,7,4,7
1391,Yes,29,9,4,3,3,4,7,5,2,7
1392,Yes,20,10,3,10,5,5,1,3,10,3
1393,No,0,8,9,5,7,9,9,6,9,1
1394,No,0,7,9,2,5,10,1,1,2,9
1395,Yes,31,3,6,3,9,3,5,3,4,6
1396,Yes,44,5,2,2,8,7,8,8,7,2
1397,Yes,13,10,8,9,1,2,4,9,7,9
1398,No,0,10,7,10,4,5,10,5,6,6
1399,Yes,9,7,9,5,5,9,9,9,9,1
1400,No,0,4,10,10,9,10,5,4,8,3
1401,No,0,3,6,10,4,7,7,5,4,3
1402,No,0,3,4,1,2,5,6,6,7,6
1403,Yes,26,9,2,10,7,8,6,2,5,2
1404,Yes,17,5,7,6,4,8,3,10,4,7
1405,Yes,25,9,5,5,9,3,5,3,4,6
1406,Yes,42,10,10,5,9,5,1,3,2,5
1407,No,0,5,9,8,6,3,3,10,10,1
1408,Yes,12,10,9,10,5,1,9,7,10,2
1409,No,0,9,8,6,5,10,1,9,8,2
1410,No,0,7,1,8,2,5,2,8,6,5
1411,No,0,4,3,2,10,5,5,3,1,6
1412,No,0,4,8,7,7,2,1,3,4,4
1413,Yes,30,4,4,9,2,3,8,3,2,7
1414,No,0,2,3,2,9,1,6,10,2,6
1415,No,0,4,8,7,1,4,10,7,6,2
1416,Yes,25,10,8,6,1,5,8,4,1,4
1417,No,0,6,9,2,5,3,3,7,3,9
1418,Yes,45,5,2,5,2,8,4,4,8,5
1419,No,0,3,2,9,3,1,8,3,3,3
1420,No,0,9,10,7,9,1,5,5,1,8
1421,Yes,28,2,4,9,4,5,8,4,2,2
1422,No,0,8,5,2,4,10,3,8,7,9
1423,No,0,5,10,2,1,8,7,2,9,6
1424,Yes,21,8,10,2,6,10,5,5,1,7
1425,No,0,2,2,7,6,7,9,9,4,9
1426,Yes,37,1,7,2,2,6,3,6,6,10
1427,No,0,10,10,8,6,5,4,1,5,8
1428,No,0,3,7,8,7,3,8,8,1,6
1429,Yes,14,1,7,7,7,3,8,5,6,7
1430,No,0,7,8,6,9,5,5,5,2,7
1431,No,0,9,1,6,6,10,6,1,10,9
1432,No,0,9,3,8,5,8,7,4,5,9
1433,Yes,42,10,6,2,3,5,1,3,7,4
1434,No,0,10,3,6,5,6,10,5,2,5
1435,Yes,44,4,8,8,9,5,5,7,1,3
1436,No,0,4,5,8,1,2,4,9,1,9
1437,No,0,3,3,7,7,10,3,9,4,9
1438,No,0,4,10,5,5,8,2,8,2,7
1439,No,0,9,5,7,8,3,2,2,8,5
1440,No,0,6,1,10,8,1,2,8,4,1
1441,No,0,8,5,7,5,2,7,9,2,1
1442,No,0,5,2,10,4,5,7,9,3,4
1443,No,0,8,1,2,8,2,2,8,10,7
1444,Yes,27,2,8,6,8,4,9,3,5,8
1445,Yes,3,8,2,2,8,8,9,3,7,1
1446,Yes,46,8,9,2,9,1,7,4,9,8
1447,Yes,20,2,5,5,5,7,5,5,9,7
1448,Yes,12,5,6,8,8,6,6,6,9,8
1449,Yes,31,9,9,10,1,5,7,3,2,2
1450,No,0,10,6,10,8,10,1,10,2,6
1451,Yes,30,7,7,1,3,7,10,10,4,5
1452,No,0,2,7,8,5,1,5,7,9,7
1453,No,0,4,2,2,5,3,4,1,5,1
1454,Yes,20,5,2,3,4,8,9,7,10,1
1455,Yes,7,6,9,1,7,1,7,4,10,10
1456,Yes,49,2,3,10,5,4,8,5,8,9
1457,Yes,37,6,8,9,4,10,9,7,7,1
1458,No,0,6,7,7,10,10,8,7,2,3
1459,Yes,41,3,10,7,10,6,3,7,6,3
1460,Yes,42,3,7,9,7,4,10,2,7,5
1461,Yes,29,5,6,9,7,10,1,10,8,2
1462,No,0,1,2,10,6,1,2,8,1,6
1463,No,0,4,4,8,10,5,3,9,3,6
1464,Yes,46,4,10,6,9,1,4,2,6,1
1465,No,0,3,3,6,9,1,8,8,1,8
1466,No,0,1,5,3,2,9,3,2,2,7
1467,No,0,4,2,10,5,8,6,7,3,1
1468,Yes,33,9,9,3,10,9,3,9,10,3
1469,No,0,4,5,3,2,6,4,8,6,3
1470,No,0,10,1,2,6,10,7,5,4,5
1471,No,0,2,10,3,4,4,10,2,3,3
1472,No,0,10,10,8,9,2,2,10,1,9
1473,No,0,10,2,10,1,1,3,8,6,3
1474,No,0,9,6,1,3,8,5,1,4,4
1475,Yes,44,8,1,9,4,6,3,6,8,5
1476,No,0,10,1,3,1,2,5,2,1,7
1477,No,0,3,8,3,3,4,3,5,3,1
1478,No,0,1,9,9,7,2,2,4,8,4
1479,No,0,2,2,1,6,1,2,8,1,9
1480,Yes,28,5,6,1,1,10,7,5,4,3
1481,Yes,15,3,6,7,8,9,3,5,10,2
1482,Yes,5,5,3,10,8,3,10,3,4,1
1483,No,0,1,5,7,10,8,5,4,1,7
1484,No,0,6,5,8,2,3,4,1,3,8
1485,Yes,15,9,5,6,2,6,5,8,7,10
1486,Yes,49,6,10,5,8,8,10,10,9,9
1487,No,0,4,2,9,2,7,10,9,4,7
1488,No,0,1,2,5,3,8,3,5,10,6
1489,Yes,31,4,7,4,3,7,3,4,7,4
1490,No,0,8,2,2,8,10,4,1,10,9
1491,Yes,49,5,9,8,4,9,6,7,7,6
1492,No,0,8,2,3,3,1,4,3,1,4
1493,No,0,5,8,3,6,4,7,9,5,10
1494,No,0,3,2,1,9,9,10,5,4,9
1495,No,0,7,2,5,7,6,7,10,3,1
1496,No,0,9,6,2,7,9,6,8,3,6
1497,No,0,5,7,8,9,5,10,9,3,4
1498,No,0,1,10,10,1,7,3,9,4,6
1499,No,0,4,5,9,1,6,2,5,10,2
1500,Yes,10,7,9,8,10,1,2,8,4,9
1501,No,0,7,9,6,10,9,5,4,10,2
1502,Yes,5,2,2,5,4,2,7,4,1,7
1503,Yes,24,3,4,1,5,2,4,6,8,1
1504,No,0,9,1,6,8,10,3,10,7,1
1505,Yes,12,9,5,9,4,2,6,5,3,4
1506,No,0,2,2,5,8,4,10,8,8,6
1507,No,0,2,9,3,9,9,4,10,10,4
1508,No,0,4,3,1,4,5,5,7,1,7
1509,No,0,6,5,3,8,4,2,3,1,8
1510,Yes,23,5,4,10,9,2,6,9,7,5
1511,No,0,3,2,4,9,3,3,10,10,8
1512,No,0,1,7,1,7,10,9,1,6,5
1513,No,0,2,4,1,7,8,7,3,9,1
1514,Yes,46,9,7,2,4,1,8,10,7,7
1515,Yes,49,1,9,4,6,6,6,10,8,5
1516,Yes,11,2,1,4,2,4,10,10,5,7
1517,Yes,39,6,2,1,2,4,3,4,10,6
1518,Yes,46,8,2,6,5,5,2,9,6,3
1519,Yes,38,10,1,8,4,1,9,5,10,10
1520,No,0,3,1,9,9,2,3,7,7,7
1521,Yes,32,1,2,8,1,7,4,3,9,8
1522,Yes,30,8,10,4,5,7,8,3,9,8
1523,No,0,6,3,6,3,3,6,7,4,9
1524,No,0,3,9,1,10,6,6,8,4,9
1525,No,0,4,5,9,9,3,3,5,4,7
1526,No,0,5,8,9,7,3,8,6,3,2
1527,Yes,42,3,5,6,9,8,7,6,8,1
1528,No,0,3,7,5,3,6,6,7,9,1
1529,No,0,1,6,6,5,1,2,6,9,1
1530,Yes,18,9,1,10,5,3,5,2,10,9
1531,No,0,3,5,8,1,4,2,6,3,8
1532,Yes,48,10,1,3,6,5,9,8,6,10
1533,No,0,6,3,5,6,10,6,10,9,7
1534,Yes,14,8,8,2,1,6,6,3,8,5
1535,No,0,9,3,6,7,6,9,8,8,2
1536,No,0,2,2,1,4,1,1,7,9,4
1537,No,0,8,5,10,1,5,4,3,8,7
1538,No,0,9,3,2,9,10,1,9,3,3
1539,Yes,47,6,1,8,5,4,7,10,5,6
1540,No,0,3,5,2,3,1,1,8,8,3
1541,No,0,9,2,10,5,9,1,5,9,7
1542,No,0,8,4,7,8,3,5,10,2,1
1543,No,0,4,7,3,3,1,2,1,6,8
1544,No,0,10,3,3,3,3,4,3,9,5
1545,No,0,10,4,1,7,4,5,1,9,2
1546,No,0,6,9,6,1,9,3,5,4,8
1547,No,0,10,10,6,10,7,5,10,1,9
1548,Yes,49,8,9,6,5,4,4,8,6,1
1549,No,0,2,9,7,2,7,1,5,9,2
1550,Yes,19,5,7,4,1,4,7,7,3,4
1551,No,0,5,6,6,3,1,1,7,7,1
1552,No,0,4,3,4,3,3,3,8,1,9
1553,No,0,8,9,4,7,5,10,2,10,1
1554,Yes,11,2,3,8,1,8,6,10,4,8
1555,No,0,9,10,7,5,1,2,7,10,5
1556,No,0,9,2,2,3,8,2,1,7,10
1557,Yes,5,3,2,2,8,6,8,3,6,6
1558,Yes,32,8,1,4,6,4,7,2,8,5
1559,No,0,3,2,1,10,10,6,8,7,2
1560,No,0,10,6,5,3,2,6,10,6,1
1561,Yes,37,9,9,1,4,3,4,10,9,8
1562,No,0,2,6,5,1,3,8,3,3,5
1563,No,0,8,10,6,3,3,7,7,6,5
1564,Yes,30,8,3,9,2,8,6,8,4,1
1565,Yes,39,8,7,1,3,2,9,8,1,3
1566,Yes,43,5,6,9,3,8,9,7,1,9
1567,Yes,37,4,7,7,5,9,6,5,7,4
1568,No,0,1,9,3,7,4,4,7,2,2
1569,Yes,5,6,3,3,1,9,9,3,10,1
1570,Yes,23,5,9,1,8,10,10,6,2,2
1571,Yes,34,3,3,8,3,6,5,4,6,10
1572,No,0,8,8,1,10,2,7,2,4,7
1573,No,0,7,7,6,10,4,5,1,2,9
1574,No,0,10,5,9,5,1,1,5,1,5
1575,No,0,9,8,1,9,7,4,1,7,9
1576,No,0,7,10,6,1,1,8,10,1,2
1577,No,0,4,10,9,5,6,5,6,9,10
1578,No,0,1,8,2,7,8,1,3,4,6
1579,Yes,33,6,4,7,10,5,5,10,6,5
1580,Yes,23,9,8,3,2,2,5,2,9,9
1581,No,0,1,9,8,8,10,2,6,7,1
1582,No,0,5,1,5,3,7,7,9,9,10
1583,No,0,5,9,7,3,1,1,10,6,10
1584,Yes,14,9,1,4,7,1,7,7,2,6
1585,Yes,17,2,10,4,2,6,9,2,5,7
1586,Yes,41,2,9,3,2,10,6,8,4,10
1587,No,0,7,1,1,1,1,3,3,10,6
1588,Yes,23,8,5,4,4,2,1,3,1,3
1589,No,0,5,7,6,2,2,9,1,9,4
1590,Yes,12,5,9,1,5,1,7,9,5,4
1591,No,0,9,3,3,6,5,4,4,7,8
1592,No,0,9,4,3,6,8,8,9,9,5
1593,Yes,8,1,6,10,1,8,4,10,1,10
1594,No,0,3,4,7,8,1,1,1,9,10
1595,No,0,7,3,3,7,2,2,9,1,2
1596,No,0,10,3,8,8,6,10,10,8,2
1597,No,0,5,3,2,7,5,8,9,10,10
1598,Yes,40,2,8,1,2,6,7,1,5,3
1599,No,0,2,2,8,8,9,1,9,10,3
1600,No,0,4,1,10,3,7,7,1,2,7
1601,Yes,31,2,3,5,10,7,3,4,6,5
1602,No,0,4,3,1,5,6,4,8,9,8
1603,Yes,2,3,3,7,4,4,7,2,9,3
1604,Yes,15,9,6,2,1,3,8,2,8,5
1605,Yes,28,10,9,6,8,9,6,2,1,5
1606,Yes,24,4,4,7,6,3,3,10,4,9
1607,Yes,3,6,4,4,1,6,8,5,3,5
1608,No,0,1,2,3,10,9,3,9,6,10
1609,Yes,35,2,5,7,8,7,6,5,3,7
1610,No,0,7,8,4,1,2,2,4,9,8
1611,No,0,5,1,8,5,10,10,5,9,8
1612,Yes,30,9,1,1,7,5,8,2,9,1
1613,Yes,35,1,2,3,4,9,5,9,6,5
1614,Yes,42,8,2,9,9,1,6,6,5,4
1615,Yes,41,6,10,4,9,5,6,1,10,1
1616,No,0,2,1,2,5,3,3,4,9,10
1617,Yes,28,5,4,4,10,1,3,1,6,8
1618,No,0,8,2,8,2,3,4,4,10,2
1619,Yes,5,7,6,2,8,7,9,3,3,2
1620,No,0,7,7,6,1,7,4,4,5,6
1621,Yes,48,4,2,8,7,9,9,2,3,4
1622,No,0,9,5,7,4,5,6,5,7,2
1623,Yes,38,10,5,6,1,7,8,2,4,4
1624,No,0,10,9,10,1,2,5,1,9,4
1625,Yes,15,5,5,2,8,6,1,2,9,5
1626,No,0,9,5,5,6,10,10,6,3,2
1627,No,0,2,5,7,4,3,1,3,10,1
1628,Yes,24,5,1,2,10,4,8,6,8,4
1629,Yes,48,5,2,6,7,4,9,3,10,6
1630,No,0,9,6,10,5,10,10,3,4,7
1631,No,0,3,6,3,2,1,4,1,9,8
1632,Yes,38,10,3,4,2,6,8,7,7,8
1633,No,0,7,6,4,10,7,6,9,4,9
1634,No,0,8,5,1,3,4,10,8,7,2
1635,Yes,36,9,5,4,4,9,7,1,6,3
1636,Yes,49,3,1,5,10,3,4,4,2,5
1637,Yes,34,5,8,6,3,3,10,1,2,9
1638,Yes,32,3,3,7,5,6,2,6,8,10
1639,Yes,17,1,8,2,7,3,9,9,5,1
1640,No,0,6,7,8,3,4,4,9,3,6
1641,Yes,29,5,6,5,6,7,9,4,9,6
1642,No,0,3,5,8,1,5,3,8,1,10
1643,No,0,10,8,7,8,1,1,7,3,1
1644,No,0,1,9,3,8,2,1,2,7,10
1645,Yes,32,10,2,7,4,8,5,6,1,10
1646,No,0,2,7,2,10,10,8,9,5,8
1647,Yes,34,1,2,10,5,10,2,1,2,3
1648,No,0,7,1,7,9,2,6,7,6,7
1649,Yes,12,5,2,8,9,5,5,4,9,4
