Candidate ID,Age,Gender,Position Applied For,Years of Experience,Education Level,Graduated from Elite College,Different Location,LinkedIn Profile,LinkedIn Connections
1740,31,Male,Data Scientist,10,High School,No,No,Yes,887
1741,22,Male,Web Developer,1,Master's,No,Yes,No,0
1742,29,Female,Software Engineer,7,PhD,Yes,No,No,0
1743,26,Male,Data Scientist,10,Master's,No,Yes,No,0
1744,28,Female,Database Administrator,1,High School,No,Yes,Yes,527
1745,22,Male,Web Developer,5,PhD,Yes,Yes,No,0
1746,30,Female,Web Developer,10,Bachelor's,No,No,No,0
1747,30,Male,Data Scientist,8,PhD,No,Yes,No,0
1748,32,Male,Software Engineer,8,Master's,Yes,No,Yes,564
1749,24,Male,Data Scientist,8,High School,Yes,Yes,No,0
1750,25,Female,Web Developer,3,PhD,Yes,Yes,Yes,915
1751,28,Female,Data Scientist,6,Bachelor's,No,Yes,Yes,337
1752,22,Female,Data Scientist,4,PhD,Yes,Yes,No,0
1753,23,Male,Data Scientist,6,PhD,No,No,No,0
1754,26,Female,System Analyst,9,Bachelor's,No,No,No,0
1755,27,Female,System Analyst,10,Bachelor's,No,Yes,No,0
1756,32,Male,Data Scientist,1,Bachelor's,Yes,No,No,0
1757,31,Male,Web Developer,9,High School,No,Yes,No,0
1758,23,Male,Software Engineer,6,PhD,No,No,No,0
1759,26,Female,Web Developer,0,PhD,No,No,No,0
1760,31,Female,Web Developer,10,Master's,No,No,No,0
1761,22,Male,System Analyst,1,Master's,No,Yes,No,0
1762,27,Female,Data Scientist,3,Bachelor's,No,No,No,0
1763,23,Female,Software Engineer,0,Master's,No,Yes,No,0
1764,28,Female,System Analyst,3,PhD,No,No,No,0
1765,32,Female,System Analyst,5,High School,No,Yes,Yes,48
1766,22,Female,System Analyst,0,PhD,Yes,No,No,0
1767,29,Female,System Analyst,5,Bachelor's,No,No,No,0
1768,22,Male,Database Administrator,9,High School,No,Yes,No,0
1769,26,Female,Software Engineer,6,Master's,Yes,No,No,0
1770,30,Male,Web Developer,10,High School,No,Yes,No,0
1771,28,Female,Data Scientist,0,Bachelor's,No,Yes,Yes,366
1772,28,Male,Software Engineer,8,Bachelor's,No,Yes,No,0
1773,26,Female,Data Scientist,8,High School,No,No,Yes,19
1774,23,Male,Software Engineer,1,Master's,No,No,No,0
1775,23,Female,Data Scientist,5,PhD,No,No,No,0
1776,32,Female,Data Scientist,7,Master's,No,No,No,0
1777,24,Male,Data Scientist,8,Bachelor's,No,Yes,No,0
1778,22,Male,Web Developer,5,Bachelor's,No,No,No,0
1779,31,Female,System Analyst,5,Bachelor's,Yes,No,No,0
1780,29,Male,System Analyst,0,Bachelor's,No,Yes,No,0
1781,26,Female,Web Developer,8,High School,Yes,Yes,Yes,653
1782,23,Male,Web Developer,7,Bachelor's,No,Yes,No,0
1783,29,Female,Web Developer,7,PhD,No,Yes,No,0
1784,26,Female,Software Engineer,4,Master's,No,No,No,0
1785,28,Female,Web Developer,1,PhD,No,No,Yes,931
1786,30,Male,Web Developer,0,PhD,No,Yes,No,0
1787,28,Male,Database Administrator,5,Bachelor's,No,Yes,No,0
1788,32,Male,System Analyst,10,Bachelor's,No,No,Yes,862
1789,32,Female,Web Developer,7,Master's,Yes,No,No,0
1790,31,Female,Data Scientist,1,PhD,No,Yes,No,0
1791,22,Female,Database Administrator,9,PhD,No,Yes,No,0
1792,27,Male,Database Administrator,2,High School,No,No,Yes,579
1793,26,Male,Web Developer,8,Master's,Yes,No,No,0
1794,30,Male,System Analyst,3,Bachelor's,Yes,No,Yes,606
1795,27,Male,Software Engineer,5,Master's,No,Yes,No,0
1796,28,Female,System Analyst,3,Master's,No,No,No,0
1797,29,Male,Web Developer,9,PhD,Yes,No,Yes,225
1798,22,Female,Web Developer,10,PhD,No,No,No,0
1799,27,Female,Database Administrator,10,Master's,Yes,No,No,0
1800,22,Female,System Analyst,0,PhD,No,No,No,0
1801,22,Male,Data Scientist,8,Bachelor's,Yes,No,Yes,742
1802,30,Female,Data Scientist,2,Bachelor's,No,No,No,0
1803,29,Male,Software Engineer,7,High School,No,No,No,0
1804,26,Male,Database Administrator,4,Master's,No,No,No,0
1805,29,Male,System Analyst,6,High School,No,No,Yes,451
1806,32,Male,Database Administrator,6,PhD,Yes,No,No,0
1807,29,Male,System Analyst,5,High School,No,Yes,No,0
1808,24,Male,System Analyst,4,High School,No,No,Yes,992
1809,29,Male,Web Developer,8,Bachelor's,No,No,No,0
1810,23,Female,Web Developer,9,PhD,No,No,No,0
1811,30,Male,Software Engineer,6,Master's,No,No,No,0
1812,25,Male,Software Engineer,9,Bachelor's,Yes,Yes,Yes,669
1813,31,Female,System Analyst,10,PhD,No,Yes,No,0
1814,32,Female,Database Administrator,8,PhD,Yes,Yes,Yes,79
1815,26,Male,Software Engineer,10,Master's,No,No,Yes,173
1816,31,Male,Database Administrator,10,High School,No,Yes,No,0
1817,29,Male,Software Engineer,8,Master's,No,No,No,0
1818,28,Male,System Analyst,4,Master's,No,Yes,No,0
1819,31,Female,Software Engineer,1,High School,No,No,Yes,912
1820,30,Male,Software Engineer,2,Master's,Yes,No,No,0
1821,28,Female,Data Scientist,1,High School,No,Yes,Yes,168
1822,30,Female,Data Scientist,0,Master's,No,Yes,No,0
1823,26,Female,System Analyst,10,PhD,Yes,Yes,Yes,641
1824,24,Female,Database Administrator,2,High School,Yes,Yes,Yes,277
1825,29,Female,System Analyst,10,High School,No,No,Yes,970
1826,30,Male,Web Developer,6,Master's,Yes,Yes,Yes,591
1827,31,Female,Web Developer,6,Master's,Yes,No,No,0
1828,23,Male,Software Engineer,6,PhD,No,Yes,No,0
1829,28,Female,Database Administrator,4,High School,Yes,No,Yes,682
1830,31,Female,Database Administrator,9,High School,No,No,Yes,145
1831,32,Female,Database Administrator,8,Master's,No,No,Yes,72
1832,24,Male,System Analyst,8,PhD,No,Yes,No,0
1833,28,Female,Data Scientist,0,PhD,Yes,Yes,Yes,472
1834,28,Male,Data Scientist,2,High School,No,Yes,Yes,878
1835,27,Male,System Analyst,3,High School,No,Yes,No,0
1836,26,Female,System Analyst,3,PhD,No,No,Yes,607
1837,25,Female,Data Scientist,8,PhD,No,Yes,No,0
1838,30,Male,Database Administrator,7,Bachelor's,No,Yes,Yes,472
1839,30,Male,Software Engineer,7,Master's,Yes,No,No,0
1840,24,Female,Web Developer,2,Master's,No,No,Yes,419
1841,26,Female,System Analyst,1,High School,No,No,Yes,795
1842,31,Male,System Analyst,7,Bachelor's,No,No,No,0
1843,25,Female,Software Engineer,6,High School,No,No,No,0
1844,29,Male,System Analyst,4,Master's,No,No,Yes,833
1845,29,Female,Software Engineer,2,Master's,No,Yes,Yes,139
1846,28,Male,System Analyst,0,PhD,No,No,Yes,398
1847,24,Male,Database Administrator,6,Master's,Yes,No,No,0
1848,31,Male,System Analyst,5,PhD,No,Yes,Yes,101
1849,22,Female,System Analyst,9,High School,No,Yes,No,0
1850,23,Female,Database Administrator,9,PhD,No,Yes,No,0
1851,30,Male,System Analyst,5,High School,No,Yes,No,0
1852,30,Female,System Analyst,4,High School,Yes,Yes,No,0
1853,26,Female,Web Developer,5,High School,No,No,Yes,322
1854,24,Male,Database Administrator,8,High School,No,Yes,No,0
1855,26,Male,System Analyst,5,Bachelor's,No,No,No,0
1856,22,Female,System Analyst,0,High School,No,Yes,No,0
1857,31,Male,Data Scientist,6,PhD,Yes,No,No,0
1858,27,Male,Web Developer,5,Bachelor's,No,No,No,0
1859,24,Female,Database Administrator,8,High School,Yes,Yes,Yes,839
1860,26,Male,Software Engineer,6,Bachelor's,Yes,Yes,No,0
1861,22,Female,Software Engineer,9,Master's,Yes,No,No,0
1862,32,Female,Software Engineer,6,Bachelor's,No,No,No,0
1863,22,Female,Data Scientist,5,Master's,No,No,Yes,384
1864,22,Female,Software Engineer,7,High School,Yes,Yes,No,0
1865,30,Female,Web Developer,3,Bachelor's,Yes,Yes,Yes,155
1866,32,Female,Database Administrator,10,Master's,No,Yes,No,0
1867,31,Male,Software Engineer,7,High School,Yes,No,Yes,681
1868,23,Female,Web Developer,6,Bachelor's,Yes,Yes,No,0
1869,32,Female,Web Developer,3,PhD,Yes,Yes,No,0
1870,23,Male,Data Scientist,8,Bachelor's,No,No,Yes,103
1871,29,Male,Web Developer,3,Bachelor's,No,Yes,Yes,740
1872,22,Female,Web Developer,10,High School,No,Yes,No,0
1873,25,Male,Web Developer,4,Master's,No,Yes,No,0
1874,29,Male,Database Administrator,7,Bachelor's,No,No,No,0
1875,32,Male,Web Developer,2,PhD,No,Yes,No,0
1876,24,Female,System Analyst,2,Bachelor's,Yes,No,Yes,229
1877,24,Female,Software Engineer,2,Bachelor's,No,No,Yes,625
1878,30,Male,Database Administrator,4,High School,No,No,Yes,567
1879,23,Male,System Analyst,6,Master's,Yes,No,No,0
1880,28,Male,Web Developer,1,Master's,Yes,No,No,0
1881,30,Male,Data Scientist,7,Bachelor's,No,No,Yes,343
1882,23,Female,Web Developer,3,Master's,No,Yes,Yes,843
1883,26,Male,Data Scientist,1,Master's,No,No,Yes,822
1884,22,Female,Software Engineer,7,Bachelor's,Yes,No,No,0
1885,26,Female,Web Developer,1,High School,No,Yes,No,0
1886,25,Male,Database Administrator,1,Bachelor's,No,No,No,0
1887,27,Male,Data Scientist,1,High School,Yes,No,No,0
1888,27,Female,Software Engineer,1,High School,No,No,Yes,103
1889,24,Male,Web Developer,2,Bachelor's,Yes,Yes,Yes,799
1890,24,Male,Database Administrator,0,High School,No,No,Yes,676
1891,26,Male,Database Administrator,5,PhD,No,No,No,0
1892,24,Male,Data Scientist,8,Bachelor's,No,Yes,No,0
1893,24,Female,Database Administrator,7,High School,No,No,No,0
1894,25,Female,Web Developer,6,Bachelor's,Yes,Yes,Yes,977
1895,23,Male,Database Administrator,8,PhD,Yes,Yes,No,0
1896,27,Female,Data Scientist,7,PhD,No,No,Yes,412
1897,32,Male,Database Administrator,10,Bachelor's,No,No,Yes,707
1898,22,Female,Data Scientist,8,PhD,No,Yes,No,0
1899,22,Female,Database Administrator,4,Master's,No,No,No,0
1900,28,Female,Software Engineer,7,Master's,No,No,No,0
1901,27,Male,Software Engineer,8,High School,No,No,No,0
1902,29,Male,Database Administrator,6,Bachelor's,No,Yes,No,0
1903,22,Female,Database Administrator,6,Master's,No,Yes,No,0
1904,22,Female,Web Developer,4,High School,No,No,No,0
1905,32,Male,System Analyst,5,PhD,Yes,Yes,No,0
1906,31,Female,Data Scientist,4,Bachelor's,No,No,Yes,283
1907,29,Female,Software Engineer,5,Bachelor's,No,No,Yes,371
1908,23,Female,Database Administrator,4,Bachelor's,No,No,No,0
1909,32,Male,Database Administrator,1,Master's,Yes,No,No,0
1910,26,Female,Software Engineer,9,High School,No,No,Yes,356
1911,31,Male,System Analyst,10,Bachelor's,No,No,No,0
1912,32,Female,Database Administrator,6,High School,No,Yes,No,0
1913,30,Female,System Analyst,8,Master's,Yes,No,No,0
1914,26,Male,Data Scientist,7,Bachelor's,No,No,No,0
1915,27,Female,Data Scientist,1,Bachelor's,No,No,No,0
1916,26,Male,System Analyst,10,PhD,No,No,No,0
1917,30,Female,Database Administrator,9,High School,No,No,No,0
1918,25,Female,System Analyst,1,PhD,Yes,No,No,0
1919,26,Male,Database Administrator,8,Master's,No,No,No,0
1920,25,Male,Web Developer,0,PhD,No,Yes,Yes,364
1921,23,Female,Web Developer,3,Bachelor's,No,Yes,No,0
1922,30,Female,Software Engineer,10,Bachelor's,Yes,No,No,0
1923,27,Female,Database Administrator,8,PhD,No,Yes,Yes,691
1924,30,Male,Database Administrator,3,Bachelor's,No,Yes,No,0
1925,30,Female,Web Developer,4,High School,No,Yes,No,0
1926,30,Male,Web Developer,7,High School,No,No,No,0
1927,28,Female,Database Administrator,7,High School,Yes,No,Yes,736
1928,23,Male,Data Scientist,5,High School,Yes,Yes,Yes,688
1929,24,Male,Data Scientist,9,PhD,Yes,No,No,0
1930,28,Male,Web Developer,9,Bachelor's,Yes,No,No,0
1931,26,Male,Web Developer,7,PhD,Yes,Yes,No,0
1932,31,Female,Software Engineer,0,PhD,No,Yes,No,0
1933,29,Male,System Analyst,3,PhD,Yes,No,Yes,410
1934,26,Male,Database Administrator,5,PhD,No,No,No,0
1935,29,Male,Software Engineer,6,High School,No,No,No,0
1936,27,Female,Database Administrator,6,Bachelor's,No,Yes,No,0
1937,32,Male,Software Engineer,8,Master's,No,Yes,No,0
1938,24,Female,System Analyst,10,Bachelor's,No,No,No,0
1939,29,Female,System Analyst,4,High School,No,Yes,No,0
1940,32,Male,Software Engineer,6,Master's,No,Yes,No,0
1941,30,Female,Software Engineer,8,PhD,Yes,Yes,Yes,883
1942,30,Male,Data Scientist,10,High School,No,Yes,No,0
1943,26,Female,Software Engineer,9,Master's,Yes,No,No,0
1944,22,Male,Database Administrator,9,Master's,No,No,No,0
1945,22,Male,Database Administrator,7,Bachelor's,No,No,No,0
1946,24,Female,Software Engineer,3,Bachelor's,No,Yes,No,0
1947,30,Female,Database Administrator,4,Bachelor's,No,No,No,0
1948,23,Male,Web Developer,3,PhD,No,Yes,Yes,163
1949,29,Male,Database Administrator,5,High School,Yes,No,Yes,556
1950,28,Female,Software Engineer,0,PhD,No,Yes,No,0
1951,31,Female,System Analyst,3,High School,Yes,No,No,0
1952,31,Female,System Analyst,10,Bachelor's,Yes,No,No,0
1953,24,Female,Software Engineer,3,High School,No,No,No,0
1954,30,Female,Data Scientist,3,Bachelor's,No,No,No,0
1955,30,Female,Software Engineer,1,Master's,No,No,Yes,71
1956,25,Male,System Analyst,2,PhD,No,Yes,Yes,787
1957,22,Female,Web Developer,1,Bachelor's,No,Yes,No,0
1958,30,Female,Data Scientist,5,High School,Yes,No,No,0
1959,24,Male,System Analyst,2,High School,Yes,No,Yes,737
1960,30,Female,Software Engineer,6,Bachelor's,No,Yes,No,0
1961,23,Male,Web Developer,3,Master's,No,Yes,No,0
1962,30,Male,Software Engineer,5,PhD,No,No,No,0
1963,31,Male,Web Developer,8,Bachelor's,No,Yes,Yes,810
1964,26,Male,Software Engineer,4,High School,Yes,No,No,0
1965,32,Female,Web Developer,8,Master's,No,Yes,No,0
1966,24,Male,Database Administrator,8,Master's,No,No,No,0
1967,30,Female,Database Administrator,3,Bachelor's,Yes,Yes,No,0
1968,27,Male,Software Engineer,3,Master's,No,No,Yes,951
1969,27,Male,Web Developer,3,High School,No,Yes,No,0
1970,26,Male,Web Developer,5,Master's,No,No,No,0
1971,25,Female,Data Scientist,6,Bachelor's,No,No,Yes,822
1972,29,Male,Database Administrator,3,Bachelor's,No,No,No,0
1973,23,Female,Web Developer,8,Bachelor's,No,Yes,No,0
1974,31,Male,Web Developer,1,High School,No,No,No,0
1975,22,Female,Data Scientist,6,High School,Yes,No,No,0
1976,26,Female,Data Scientist,8,Master's,No,No,No,0
1977,31,Female,Software Engineer,8,High School,No,No,Yes,213
1978,31,Male,Software Engineer,1,PhD,No,Yes,No,0
1979,31,Female,Software Engineer,3,PhD,No,No,No,0
1980,27,Male,System Analyst,1,Bachelor's,No,No,No,0
1981,30,Male,Database Administrator,8,Bachelor's,No,No,Yes,732
1982,23,Male,Web Developer,10,PhD,Yes,No,No,0
1983,25,Male,Web Developer,10,High School,No,No,No,0
1984,25,Male,Software Engineer,5,PhD,No,Yes,No,0
1985,22,Female,Software Engineer,7,High School,No,No,No,0
1986,29,Male,Web Developer,3,PhD,No,No,No,0
1987,23,Male,Web Developer,1,Master's,Yes,No,No,0
1988,26,Female,Software Engineer,10,Master's,No,Yes,No,0
1989,22,Male,Database Administrator,7,Bachelor's,Yes,Yes,Yes,556
1990,28,Male,Data Scientist,0,Master's,No,Yes,No,0
1991,26,Female,Data Scientist,8,High School,No,Yes,No,0
1992,32,Female,System Analyst,0,PhD,No,Yes,No,0
1993,22,Female,Database Administrator,0,High School,No,Yes,No,0
1994,26,Male,Data Scientist,4,High School,No,No,No,0
1995,28,Male,Database Administrator,2,High School,Yes,No,Yes,393
1996,27,Male,System Analyst,6,PhD,No,No,No,0
1997,26,Male,Web Developer,8,Bachelor's,Yes,No,No,0
1998,29,Male,Data Scientist,1,Master's,No,No,No,0
1999,30,Male,Web Developer,3,High School,No,Yes,No,0
2000,24,Male,Software Engineer,7,Bachelor's,Yes,No,No,0
2001,30,Female,Data Scientist,9,High School,No,No,Yes,421
2002,22,Male,Web Developer,4,Bachelor's,No,Yes,No,0
2003,27,Female,Database Administrator,1,High School,No,Yes,No,0
2004,28,Male,System Analyst,7,PhD,No,No,Yes,809
2005,26,Male,System Analyst,5,Master's,No,No,No,0
2006,23,Female,Data Scientist,6,PhD,No,Yes,No,0
2007,27,Male,System Analyst,6,Master's,Yes,Yes,No,0
2008,30,Male,Web Developer,6,Bachelor's,No,No,No,0
2009,30,Male,Database Administrator,6,PhD,Yes,Yes,Yes,466
2010,29,Female,Software Engineer,4,High School,Yes,No,Yes,972
2011,29,Female,Software Engineer,1,Master's,No,No,No,0
2012,28,Female,Data Scientist,0,Bachelor's,Yes,Yes,No,0
2013,26,Female,Web Developer,2,Master's,No,No,No,0
2014,29,Female,System Analyst,5,Master's,No,No,No,0
2015,22,Male,Database Administrator,2,Bachelor's,No,Yes,No,0
2016,28,Female,Database Administrator,6,High School,Yes,No,No,0
2017,26,Female,System Analyst,8,High School,No,Yes,Yes,720
2018,28,Male,Data Scientist,3,High School,No,Yes,No,0
2019,28,Male,Data Scientist,9,Master's,No,No,No,0
2020,24,Male,Software Engineer,9,Master's,No,No,No,0
2021,30,Male,System Analyst,2,PhD,Yes,Yes,No,0
2022,26,Male,Software Engineer,2,Master's,No,No,No,0
2023,29,Female,Software Engineer,7,High School,No,Yes,Yes,220
2024,32,Male,Software Engineer,8,Master's,Yes,No,Yes,778
2025,32,Female,Web Developer,6,Bachelor's,No,Yes,No,0
2026,27,Female,Data Scientist,2,High School,No,Yes,No,0
2027,22,Male,Web Developer,8,Master's,No,Yes,Yes,201
2028,32,Female,Data Scientist,7,High School,No,Yes,No,0
2029,22,Female,Web Developer,9,Master's,No,Yes,No,0
2030,31,Male,Software Engineer,8,PhD,No,No,Yes,845
2031,32,Female,Data Scientist,8,Master's,Yes,No,No,0
2032,32,Female,Web Developer,10,PhD,No,Yes,No,0
2033,24,Male,Web Developer,9,Bachelor's,No,No,No,0
2034,25,Female,Data Scientist,3,Bachelor's,No,Yes,No,0
2035,25,Male,Software Engineer,7,High School,No,Yes,No,0
2036,28,Male,System Analyst,0,Bachelor's,Yes,Yes,No,0
2037,31,Male,Data Scientist,7,PhD,Yes,No,Yes,617
2038,22,Female,Web Developer,5,PhD,Yes,Yes,No,0
2039,30,Male,Database Administrator,2,High School,Yes,Yes,No,0
2040,28,Female,Data Scientist,4,Bachelor's,No,Yes,Yes,682
2041,29,Female,Software Engineer,4,High School,No,Yes,Yes,54
2042,28,Male,Database Administrator,0,Bachelor's,No,Yes,No,0
2043,27,Male,System Analyst,10,Bachelor's,No,No,No,0
2044,30,Male,Database Administrator,10,High School,Yes,Yes,No,0
2045,30,Male,Software Engineer,0,High School,No,No,No,0
2046,28,Male,Data Scientist,7,Master's,Yes,No,No,0
2047,26,Female,Software Engineer,5,PhD,Yes,No,No,0
2048,26,Female,Database Administrator,8,PhD,Yes,No,Yes,432
2049,29,Female,Web Developer,10,High School,Yes,Yes,Yes,593
2050,31,Male,Database Administrator,10,PhD,No,Yes,No,0
2051,31,Male,Data Scientist,10,PhD,No,No,Yes,608
2052,26,Male,System Analyst,2,High School,Yes,No,Yes,451
2053,28,Female,Database Administrator,2,Bachelor's,No,Yes,Yes,554
2054,22,Male,Data Scientist,0,High School,No,No,No,0
2055,32,Male,Data Scientist,6,PhD,Yes,No,No,0
2056,27,Female,Data Scientist,2,PhD,No,No,No,0
2057,25,Female,System Analyst,1,Master's,No,No,No,0
2058,24,Male,Web Developer,9,Master's,Yes,Yes,No,0
2059,32,Female,Database Administrator,1,Bachelor's,No,No,Yes,854
2060,31,Male,System Analyst,5,Bachelor's,No,Yes,No,0
2061,23,Female,System Analyst,5,Bachelor's,No,Yes,Yes,186
2062,22,Female,Database Administrator,8,Master's,No,Yes,Yes,339
2063,27,Female,Data Scientist,1,PhD,No,No,Yes,277
2064,29,Male,System Analyst,8,Bachelor's,Yes,No,No,0
2065,23,Female,System Analyst,4,PhD,No,No,No,0
2066,22,Male,System Analyst,1,Bachelor's,No,No,No,0
2067,24,Male,Web Developer,2,Bachelor's,No,Yes,No,0
2068,30,Male,Web Developer,6,Master's,Yes,Yes,No,0
2069,31,Male,Web Developer,8,High School,No,Yes,No,0
2070,30,Male,Database Administrator,8,Bachelor's,Yes,No,Yes,494
2071,22,Female,Web Developer,9,PhD,No,No,No,0
2072,24,Male,Database Administrator,4,Bachelor's,No,Yes,No,0
2073,25,Female,Web Developer,3,Master's,No,No,Yes,145
2074,28,Male,Software Engineer,0,Bachelor's,No,No,No,0
2075,23,Male,System Analyst,10,PhD,No,Yes,No,0
2076,31,Female,Database Administrator,5,High School,No,No,Yes,48
2077,25,Female,Data Scientist,5,Bachelor's,Yes,Yes,No,0
2078,29,Male,Database Administrator,7,Master's,No,Yes,Yes,68
2079,30,Male,Data Scientist,8,Bachelor's,No,Yes,Yes,815
2080,23,Male,System Analyst,8,Master's,Yes,No,No,0
2081,25,Male,Web Developer,3,Bachelor's,Yes,Yes,No,0
2082,27,Female,Data Scientist,3,High School,Yes,Yes,Yes,799
2083,32,Female,Data Scientist,8,Master's,No,No,No,0
2084,28,Male,Data Scientist,3,High School,No,Yes,No,0
2085,28,Male,System Analyst,10,Master's,No,Yes,No,0
2086,24,Female,Data Scientist,0,Bachelor's,No,No,No,0
2087,31,Female,Web Developer,3,High School,No,No,No,0
2088,23,Female,Database Administrator,3,High School,No,Yes,Yes,139
2089,26,Male,Data Scientist,7,Master's,No,No,No,0
2090,32,Female,Database Administrator,2,PhD,Yes,No,No,0
2091,28,Male,Web Developer,3,Bachelor's,No,No,No,0
2092,28,Male,Web Developer,9,PhD,No,Yes,No,0
2093,27,Female,Web Developer,9,PhD,No,No,No,0
2094,23,Male,Database Administrator,10,Bachelor's,No,No,No,0
2095,28,Female,System Analyst,3,High School,Yes,No,No,0
2096,24,Male,Data Scientist,10,PhD,No,Yes,No,0
2097,26,Male,System Analyst,0,High School,No,No,No,0
2098,27,Female,Database Administrator,5,PhD,Yes,No,No,0
2099,26,Male,Data Scientist,10,Bachelor's,No,Yes,No,0
2100,28,Male,Data Scientist,9,Bachelor's,No,No,Yes,406
2101,31,Male,System Analyst,3,PhD,No,No,No,0
2102,23,Male,System Analyst,7,High School,No,No,Yes,658
2103,28,Female,Software Engineer,2,Master's,No,No,No,0
2104,29,Female,System Analyst,10,PhD,No,Yes,No,0
2105,30,Female,System Analyst,0,PhD,No,Yes,No,0
2106,32,Male,Data Scientist,9,High School,No,No,No,0
2107,23,Male,Database Administrator,1,Master's,No,Yes,No,0
2108,24,Female,Software Engineer,1,Bachelor's,Yes,No,Yes,436
2109,22,Male,Web Developer,5,Master's,No,Yes,No,0
2110,27,Male,Web Developer,6,Master's,Yes,No,Yes,101
2111,30,Male,Software Engineer,8,Master's,No,Yes,No,0
2112,28,Female,Database Administrator,10,Bachelor's,Yes,No,No,0
2113,27,Male,Web Developer,10,Master's,No,No,No,0
2114,24,Male,Database Administrator,10,PhD,No,No,No,0
2115,26,Male,Web Developer,1,Bachelor's,Yes,No,Yes,122
2116,32,Female,Software Engineer,2,PhD,No,Yes,Yes,220
2117,27,Female,Software Engineer,1,PhD,No,Yes,No,0
2118,27,Female,Web Developer,7,High School,No,No,No,0
2119,29,Male,Database Administrator,1,Master's,No,No,No,0
2120,26,Male,Web Developer,1,High School,No,Yes,Yes,991
2121,22,Female,Web Developer,0,Bachelor's,No,Yes,No,0
2122,29,Male,Data Scientist,2,Bachelor's,No,Yes,No,0
2123,24,Male,Data Scientist,9,Master's,No,No,No,0
2124,22,Male,Data Scientist,1,Bachelor's,Yes,Yes,No,0
2125,22,Female,Database Administrator,5,PhD,No,No,No,0
2126,26,Female,Database Administrator,5,Bachelor's,Yes,Yes,No,0
2127,22,Male,System Analyst,4,High School,No,Yes,No,0
2128,27,Female,System Analyst,3,PhD,No,Yes,Yes,2
2129,31,Male,Software Engineer,0,High School,No,Yes,No,0
2130,30,Male,Database Administrator,4,PhD,No,No,Yes,125
2131,28,Female,System Analyst,9,PhD,No,Yes,No,0
2132,30,Male,Data Scientist,6,High School,No,No,No,0
2133,27,Female,System Analyst,3,Bachelor's,Yes,Yes,No,0
2134,31,Female,Software Engineer,2,High School,No,Yes,Yes,253
2135,27,Male,Web Developer,10,PhD,No,Yes,No,0
2136,25,Female,System Analyst,10,Bachelor's,No,Yes,Yes,645
2137,29,Male,Software Engineer,9,High School,No,No,No,0
2138,25,Female,System Analyst,7,PhD,No,Yes,No,0
2139,31,Female,System Analyst,10,Bachelor's,Yes,No,No,0
2140,30,Female,Database Administrator,7,High School,Yes,No,No,0
2141,29,Male,Web Developer,6,PhD,No,Yes,Yes,571
2142,31,Male,Database Administrator,3,Bachelor's,Yes,Yes,No,0
2143,23,Male,System Analyst,5,Bachelor's,No,Yes,No,0
2144,32,Male,Software Engineer,5,Master's,Yes,Yes,Yes,633
2145,27,Male,Software Engineer,5,Master's,No,No,No,0
2146,28,Male,Software Engineer,10,PhD,No,Yes,No,0
2147,25,Female,System Analyst,8,PhD,No,Yes,Yes,480
2148,23,Female,Data Scientist,8,High School,No,No,Yes,424
2149,31,Male,Data Scientist,9,Master's,Yes,No,No,0
2150,29,Female,Web Developer,0,Bachelor's,No,Yes,No,0
2151,22,Female,Web Developer,2,Bachelor's,No,No,No,0
2152,27,Female,System Analyst,4,Bachelor's,No,No,Yes,314
2153,30,Female,Data Scientist,3,Master's,Yes,Yes,Yes,738
2154,27,Female,Software Engineer,8,PhD,No,No,Yes,591
2155,22,Female,Software Engineer,2,High School,No,Yes,Yes,187
2156,24,Male,Web Developer,2,Bachelor's,Yes,No,No,0
2157,30,Female,Data Scientist,7,Master's,Yes,Yes,Yes,534
2158,26,Male,Web Developer,6,High School,No,Yes,Yes,340
2159,31,Male,Data Scientist,8,Master's,Yes,No,Yes,107
2160,31,Female,System Analyst,8,Bachelor's,Yes,No,No,0
2161,25,Male,Database Administrator,4,Bachelor's,Yes,No,No,0
2162,22,Male,Database Administrator,4,Master's,No,Yes,No,0
2163,23,Male,System Analyst,10,High School,Yes,Yes,No,0
2164,23,Male,Database Administrator,5,Master's,Yes,No,No,0
2165,31,Female,Software Engineer,0,Master's,Yes,No,No,0
2166,29,Male,Data Scientist,3,PhD,No,Yes,Yes,370
2167,29,Male,Data Scientist,0,Bachelor's,No,Yes,No,0
2168,28,Female,Data Scientist,8,High School,No,Yes,No,0
2169,24,Female,Software Engineer,7,PhD,No,No,No,0
2170,28,Male,Web Developer,5,Bachelor's,Yes,No,Yes,469
2171,23,Female,Web Developer,3,Master's,No,No,No,0
2172,22,Male,Database Administrator,9,High School,No,Yes,No,0
2173,28,Male,Software Engineer,5,Master's,No,No,No,0
2174,27,Female,System Analyst,4,Master's,No,Yes,No,0
2175,29,Female,Data Scientist,4,Master's,No,Yes,Yes,499
2176,25,Male,Data Scientist,6,PhD,No,Yes,Yes,706
2177,23,Male,Database Administrator,3,PhD,No,No,No,0
2178,22,Male,Data Scientist,1,PhD,Yes,No,Yes,567
2179,22,Female,Web Developer,1,PhD,No,Yes,Yes,825
2180,25,Male,Web Developer,3,Bachelor's,No,No,No,0
2181,29,Female,Database Administrator,5,High School,No,Yes,No,0
2182,26,Male,System Analyst,4,Bachelor's,No,No,Yes,794
2183,28,Male,Database Administrator,1,Bachelor's,No,No,No,0
2184,22,Male,Web Developer,10,PhD,No,No,No,0
